flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,TCP,UDP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,6.9141387939453125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,4.410743713378906e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,5.9604644775390625e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,3.0994415283203125e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,6.9141387939453125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,4.9114227294921875e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,5.9604644775390625e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,3.504753112792969e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,5.9604644775390625e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.450793,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,5.0067901611328125e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,3.0994415283203125e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,4.0531158447265625e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,3.0994415283203125e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,5.0067901611328125e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,4.696846008300781e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,7.867813110351562e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,8.797645568847656e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,1.0013580322265625e-05,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,3.910064697265625e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,5.0067901611328125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,4.00543212890625e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,5.0067901611328125e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,3.0994415283203125e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,5.0067901611328125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,3.2901763916015625e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,4.0531158447265625e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,3.0994415283203125e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,5.0067901611328125e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.451251,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,5.0067901611328125e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,3.0040740966796875e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,3.814697265625e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,3.0994415283203125e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,5.0067901611328125e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,3.409385681152344e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,5.0067901611328125e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,3.0994415283203125e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,5.0067901611328125e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,3.0040740966796875e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,5.0067901611328125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,3.0994415283203125e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,4.0531158447265625e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,2.9802322387695312e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,5.0067901611328125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,3.719329833984375e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,5.9604644775390625e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,4.887580871582031e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,5.9604644775390625e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.451636,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,3.814697265625e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,3.0040740966796875e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,5.0067901611328125e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,3.0994415283203125e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,5.0067901611328125e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,3.600120544433594e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,1.0013580322265625e-05,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,3.600120544433594e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,7.152557373046875e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,3.3855438232421875e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,5.9604644775390625e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,3.600120544433594e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,7.152557373046875e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,3.695487976074219e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,6.9141387939453125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,4.410743713378906e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,6.9141387939453125e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,4.100799560546875e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,6.9141387939453125e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.452073,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,8.821487426757812e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,4.9114227294921875e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,3.2901763916015625e-05,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,0.00015115737915039062,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,1.2874603271484375e-05,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,6.914138793945312e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,9.775161743164062e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,5.0067901611328125e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,9.059906005859375e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,0.0004029273986816406,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,1.71661376953125e-05,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,6.580352783203125e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,9.059906005859375e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,5.0067901611328125e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,9.059906005859375e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,4.887580871582031e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,9.059906005859375e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,4.887580871582031e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,9.059906005859375e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.453183,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,8.106231689453125e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,4.506111145019531e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,7.867813110351562e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,4.410743713378906e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,6.9141387939453125e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,4.506111145019531e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,7.867813110351562e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,4.8160552978515625e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,7.867813110351562e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,4.696846008300781e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,8.106231689453125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,4.887580871582031e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,9.059906005859375e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,4.792213439941406e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,8.106231689453125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,8.606910705566406e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,9.059906005859375e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,4.696846008300781e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,8.821487426757812e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.453767,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,6.9141387939453125e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,4.1961669921875e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,7.152557373046875e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,4.696846008300781e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,9.059906005859375e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,4.57763671875e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,8.106231689453125e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,6.29425048828125e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,9.059906005859375e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,4.792213439941406e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,9.059906005859375e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,5.1021575927734375e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,1.0967254638671875e-05,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,4.792213439941406e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,8.106231689453125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,4.696846008300781e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,9.059906005859375e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,4.601478576660156e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,7.867813110351562e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.454336,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,8.106231689453125e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,4.601478576660156e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,7.867813110351562e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,4.8160552978515625e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,7.867813110351562e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,5.1021575927734375e-05,6,9.591663046625438,0.0,0.0,0,36
